State,Year,Population,Violent_crime_total,Murder_and_nonnegligent_Manslaughter,Murder_per100000,Legacy_rape_/1,Revised_rape_/2,Robbery,Aggravated_assault,State_code
Missouri,1984,5008000,23071,358,7.1485623003,1325,NA,7053,14335,MO
Missouri,1985,5029000,25321,409,8.1328295884,1468,NA,7425,16019,MO
Missouri,1986,5066000,29310,464,9.1590998816,1480,NA,8624,18742,MO
Missouri,1987,5103000,27792,423,8.2892416226,1473,NA,8376,17520,MO
Missouri,1988,5139000,28393,413,8.0365829928,1505,NA,8638,17837,MO
Missouri,1989,5159000,32634,409,7.9278930025,1587,NA,10060,20578,MO
Missouri,1990,5117073,36602,449,8.7745474806,1663,NA,11073,23417,MO
Missouri,1991,5158000,39358,543,10.5273361768,1756,NA,12952,24107,MO
Missouri,1992,5193000,38448,547,10.5334103601,1895,NA,11783,24223,MO
Missouri,1993,5234000,38963,590,11.2724493695,1894,NA,12654,23825,MO
Missouri,1994,5278000,39240,554,10.4964001516,1955,NA,12178,24553,MO
Missouri,1995,5324000,35339,469,8.8091660406,1711,NA,10863,22296,MO
Missouri,1996,5359000,31669,433,8.0798656466,1566,NA,9142,20528,MO
Missouri,1997,5402000,31192,426,7.8859681599,1525,NA,8430,20811,MO
Missouri,1998,5439000,30222,399,7.3359073359,1463,NA,8116,20244,MO
Missouri,1999,5468338,27353,359,6.5650660219,1439,NA,7149,18406,MO
Missouri,2000,5595211,27419,347,6.2017321599,1351,NA,7598,18123,MO
Missouri,2001,5637309,30472,372,6.5988931953,1383,NA,7771,20946,MO
Missouri,2002,5669544,30557,331,5.8382120326,1465,NA,7024,21737,MO
Missouri,2003,5719204,28067,289,5.0531507531,1400,NA,6686,19692,MO
Missouri,2004,5759532,28226,354,6.1463327229,1479,NA,6630,19763,MO
Missouri,2005,5797703,30477,402,6.9337804989,1625,NA,7196,21254,MO
Missouri,2006,5842713,31897,369,6.3155592274,1764,NA,7597,22167,MO
Missouri,2007,5878415,32962,367,6.2431794965,1785,NA,7728,23082,MO
Missouri,2008,5911605,29701,456,7.7136412193,1612,NA,7395,20238,MO
Missouri,2009,5987580,29513,387,6.4633791949,1606,NA,7437,20083,MO
Missouri,2010,5995715,27440,420,7.0050027395,1445,NA,6185,19390,MO
Missouri,2011,6008984,26888,366,6.0908799225,1469,NA,6275,18778,MO
Missouri,2012,6024522,27189,390,6.4735426313,1527,NA,5782,19490,MO
Missouri,2013,6044917,26216,369,6.1043021765,1679,2305,5486,18056,MO
Missouri,2014,6063589,26856,403,6.6462288259,1706,2379,5592,18482,MO
Montana,1960,674767,453,26,3.8531819132,48,NA,186,193,MT
Montana,1961,682000,457,17,2.4926686217,48,NA,173,219,MT
Montana,1962,709000,390,15,2.1156558533,52,NA,141,182,MT
Montana,1963,707000,414,14,1.9801980198,59,NA,146,195,MT
Montana,1964,705000,564,19,2.695035461,53,NA,110,382,MT
Montana,1965,706000,514,12,1.6997167139,55,NA,112,335,MT
Montana,1966,702000,507,20,2.849002849,63,NA,125,299,MT
Montana,1967,701000,588,17,2.42510699,72,NA,150,349,MT
Montana,1968,693000,610,23,3.3189033189,50,NA,126,411,MT
Montana,1969,694000,682,25,3.6023054755,77,NA,154,426,MT
Montana,1970,694409,774,22,3.168161703,73,NA,155,524,MT
Montana,1971,708000,971,31,4.3785310734,100,NA,203,637,MT
Montana,1972,719000,1079,18,2.5034770515,78,NA,239,744,MT
Montana,1973,721000,1207,43,5.9639389736,118,NA,262,784,MT
Montana,1974,735000,1194,31,4.2176870748,90,NA,262,811,MT
Montana,1975,748000,1418,39,5.2139037433,107,NA,310,962,MT
Montana,1976,753000,1358,38,5.0464807437,102,NA,268,950,MT
Montana,1977,761000,1659,41,5.3876478318,127,NA,298,1193,MT
Montana,1978,785000,1865,38,4.8407643312,124,NA,289,1414,MT
Montana,1979,786000,1762,33,4.1984732824,162,NA,260,1307,MT
Montana,1980,781592,1740,31,3.9662637284,164,NA,266,1279,MT
Montana,1981,792000,2004,27,3.4090909091,175,NA,302,1500,MT
Montana,1982,801000,1801,31,3.8701622971,119,NA,265,1386,MT
Montana,1983,817000,1737,30,3.6719706242,162,NA,192,1353,MT
Montana,1984,824000,1958,36,4.3689320388,170,NA,226,1526,MT
Montana,1985,826000,1722,48,5.8111380145,159,NA,173,1342,MT
Montana,1986,819000,1289,24,2.9304029304,142,NA,160,963,MT
Montana,1987,809000,1223,33,4.0791100124,160,NA,196,834,MT
Montana,1988,804000,989,21,2.6119402985,135,NA,182,651,MT
Montana,1989,806000,935,23,2.8535980149,145,NA,137,630,MT
Montana,1990,799065,1273,39,4.8807043232,195,NA,173,866,MT
Montana,1991,808000,1130,21,2.599009901,160,NA,150,799,MT
Montana,1992,824000,1400,24,2.9126213592,210,NA,222,944,MT
Montana,1993,839000,1489,25,2.9797377831,234,NA,272,958,MT
Montana,1994,856000,1516,28,3.2710280374,233,NA,280,975,MT
Montana,1995,870000,1491,35,4.0229885057,231,NA,253,972,MT
Montana,1996,879000,1415,34,3.8680318544,238,NA,261,882,MT
Montana,1997,879000,1161,42,4.7781569966,171,NA,179,769,MT
Montana,1998,880000,1797,18,2.0454545455,235,NA,232,1312,MT
Montana,1999,882779,2090,22,2.4921299668,293,NA,239,1536,MT
Montana,2000,902195,2807,20,2.2168156552,308,NA,203,2276,MT
Montana,2001,905382,3187,34,3.7553209584,188,NA,230,2735,MT
Montana,2002,910372,3197,16,1.7575232982,237,NA,283,2661,MT
Montana,2003,918157,3351,30,3.2674150499,246,NA,298,2777,MT
Montana,2004,926920,2723,30,3.2365252665,273,NA,233,2187,MT
Montana,2005,934737,2634,18,1.9256753504,301,NA,177,2138,MT
Montana,2006,944632,3564,33,3.4934238942,348,NA,233,2950,MT
Montana,2007,957861,3638,27,2.8187805955,363,NA,233,3015,MT
Montana,2008,967440,3013,40,4.1346233358,358,NA,204,2411,MT
Montana,2009,974989,2798,32,3.2820883107,357,NA,228,2181,MT
Montana,2010,990958,2733,25,2.5228112594,332,NA,154,2222,MT
Montana,2011,997667,2755,29,2.9067815213,366,NA,171,2189,MT
Montana,2012,1005494,2803,29,2.8841544554,392,NA,202,2180,MT
Montana,2013,1014864,2924,23,2.2663135159,382,467,217,2217,MT
Montana,2014,1023579,3313,37,3.6147673995,430,541,203,2532,MT
Nebraska,1960,1411330,590,33,2.3382199769,59,NA,253,245,NE
Nebraska,1961,1431000,586,34,2.3759608665,47,NA,234,271,NE
Nebraska,1962,1484000,637,23,1.5498652291,93,NA,275,246,NE
Nebraska,1963,1460000,591,29,1.9863013699,102,NA,227,233,NE
Nebraska,1964,1480000,776,34,2.2972972973,85,NA,306,351,NE
Nebraska,1965,1477000,852,36,2.4373730535,76,NA,324,416,NE
Nebraska,1966,1456000,941,26,1.7857142857,97,NA,362,456,NE
Nebraska,1967,1435000,1624,39,2.7177700348,117,NA,556,912,NE
Nebraska,1968,1437000,2103,33,2.2964509395,103,NA,713,1254,NE
Nebraska,1969,1449000,2302,36,2.4844720497,98,NA,751,1417,NE
Nebraska,1970,1483791,2731,44,2.9653771993,138,NA,850,1699,NE
Nebraska,1971,1512000,2355,39,2.5793650794,212,NA,544,1560,NE
Nebraska,1972,1525000,2638,44,2.8852459016,212,NA,803,1579,NE
Nebraska,1973,1542000,2859,67,4.3450064851,254,NA,964,1574,NE
Nebraska,1974,1543000,3697,55,3.5644847699,291,NA,1404,1947,NE
Nebraska,1975,1546000,3986,66,4.2690815006,297,NA,1398,2225,NE
Nebraska,1976,1553000,3269,45,2.8976175145,318,NA,979,1927,NE
Nebraska,1977,1561000,3113,61,3.9077514414,282,NA,1010,1760,NE
Nebraska,1978,1565000,2982,47,3.0031948882,286,NA,1015,1634,NE
Nebraska,1979,1574000,3556,65,4.1296060991,338,NA,1157,1996,NE
Nebraska,1980,1563921,3512,69,4.411987562,363,NA,1286,1794,NE
Nebraska,1981,1576000,2861,49,3.1091370558,323,NA,1115,1374,NE
Nebraska,1982,1586000,3641,31,1.9546027743,329,NA,982,2299,NE
Nebraska,1983,1597000,3477,42,2.6299311209,339,NA,796,2300,NE
Nebraska,1984,1606000,3627,54,3.3623910336,381,NA,693,2499,NE
Nebraska,1985,1606000,3821,47,2.9265255293,376,NA,779,2619,NE
Nebraska,1986,1598000,4196,50,3.1289111389,393,NA,817,2936,NE
Nebraska,1987,1594000,4004,55,3.4504391468,345,NA,751,2853,NE
Nebraska,1988,1601000,4374,58,3.6227357901,385,NA,898,3033,NE
Nebraska,1989,1611000,4503,40,2.4829298572,381,NA,837,3245,NE
Nebraska,1990,1578385,5209,43,2.7243036395,473,NA,807,3886,NE
Nebraska,1991,1593000,5330,52,3.2642812304,447,NA,861,3970,NE
Nebraska,1992,1606000,5598,68,4.2341220423,504,NA,911,4115,NE
Nebraska,1993,1607000,6071,63,3.9203484754,447,NA,1003,4558,NE
Nebraska,1994,1623000,6322,51,3.1423290203,500,NA,1223,4548,NE
Nebraska,1995,1637000,6253,48,2.932193036,317,NA,1067,4821,NE
Nebraska,1996,1652000,7182,48,2.9055690073,447,NA,1052,5635,NE
Nebraska,1997,1657000,7265,50,3.0175015088,406,NA,1097,5712,NE
Nebraska,1998,1663000,7507,51,3.0667468431,417,NA,1290,5749,NE
Nebraska,1999,1666028,7167,60,3.6013800488,414,NA,1264,5429,NE
Nebraska,2000,1711263,5606,63,3.6814913897,436,NA,1147,3960,NE
Nebraska,2001,1720039,5214,43,2.4999433152,431,NA,1128,3612,NE
Nebraska,2002,1727564,5428,48,2.7784788291,464,NA,1359,3557,NE
Nebraska,2003,1737475,5105,56,3.2230679578,504,NA,1165,3380,NE
Nebraska,2004,1747704,5393,40,2.2887170825,620,NA,1138,3595,NE
Nebraska,2005,1758163,5052,44,2.5026121014,581,NA,1040,3387,NE
Nebraska,2006,1768331,5197,51,2.8840754361,577,NA,1136,3433,NE
Nebraska,2007,1774571,5524,71,4.0009669943,550,NA,1115,3788,NE
Nebraska,2008,1783432,5570,69,3.868944821,601,NA,1297,3603,NE
Nebraska,2009,1796619,5199,41,2.2820642551,617,NA,1220,3321,NE
Nebraska,2010,1830141,5093,54,2.9505923314,674,NA,1020,3345,NE
Nebraska,2011,1842234,4672,68,3.6911706113,699,NA,993,2912,NE
Nebraska,2012,1855350,4802,52,2.802705689,710,NA,1128,2912,NE
Nebraska,2013,1868969,4949,56,2.9963043796,621,847,1035,3011,NE
Nebraska,2014,1881503,5275,54,2.8700459154,620,862,1043,3316,NE
Nevada,1960,285278,416,25,8.7633816838,36,NA,211,144,NV
Nevada,1961,299000,549,21,7.0234113712,24,NA,317,187,NV
Nevada,1962,335000,711,27,8.0597014925,66,NA,357,261,NV
Nevada,1963,368000,755,29,7.8804347826,60,NA,437,229,NV
Nevada,1964,408000,983,32,7.8431372549,54,NA,448,449,NV
Nevada,1965,440000,953,37,8.4090909091,68,NA,429,419,NV
Nevada,1966,454000,987,48,10.5726872247,52,NA,440,447,NV
Nevada,1967,444000,1100,48,10.8108108108,64,NA,523,465,NV
Nevada,1968,453000,1261,25,5.5187637969,79,NA,647,510,NV
Nevada,1969,457000,1642,41,8.9715536105,94,NA,781,726,NV
Nevada,1970,488738,1948,43,8.7981699806,96,NA,921,888,NV
Nevada,1971,507000,1887,58,11.4398422091,135,NA,868,826,NV
Nevada,1972,527000,2264,71,13.4724857685,179,NA,1002,1012,NV
Nevada,1973,548000,3135,67,12.2262773723,252,NA,1436,1380,NV
Nevada,1974,573000,3910,85,14.8342059337,259,NA,1592,1974,NV
Nevada,1975,592000,4018,77,13.0067567568,279,NA,1791,1871,NV
Nevada,1976,610000,4215,70,11.4754098361,288,NA,1799,2058,NV
Nevada,1977,633000,4703,100,15.7977883096,311,NA,2045,2247,NV
Nevada,1978,660000,5153,102,15.4545454545,356,NA,2373,2322,NV
Nevada,1979,702000,5866,123,17.5213675214,418,NA,2861,2464,NV
Nevada,1980,800312,7304,160,19.9922030408,538,NA,3686,2920,NV
Nevada,1981,845000,7575,148,17.5147928994,548,NA,3870,3009,NV
Nevada,1982,881000,7096,120,13.6208853575,542,NA,3697,2737,NV
Nevada,1983,891000,5838,114,12.7946127946,457,NA,2737,2530,NV
Nevada,1984,911000,5726,98,10.7574094402,553,NA,2542,2533,NV
Nevada,1985,936000,6244,96,10.2564102564,564,NA,2573,3011,NV
Nevada,1986,963000,6923,121,12.5649013499,625,NA,2763,3414,NV
Nevada,1987,1007000,7006,85,8.4409136048,622,NA,2744,3555,NV
Nevada,1988,1060000,8275,111,10.4716981132,782,NA,3087,4295,NV
Nevada,1989,1111000,6947,91,8.1908190819,662,NA,2784,3410,NV
Nevada,1990,1201833,7222,116,9.6519233537,748,NA,2864,3494,NV
Nevada,1991,1284000,8693,152,11.8380062305,848,NA,4012,3681,NV
Nevada,1992,1327000,9247,145,10.9269027882,833,NA,4397,3872,NV
Nevada,1993,1389000,12157,144,10.3671706263,846,NA,4724,6443,NV
Nevada,1994,1457000,14597,170,11.6678105697,1001,NA,5134,8292,NV
Nevada,1995,1530000,14461,163,10.6535947712,937,NA,4966,8395,NV
Nevada,1996,1603000,13005,220,13.7242669994,856,NA,4931,6998,NV
Nevada,1997,1677000,13395,187,11.1508646392,1005,NA,5071,7132,NV
Nevada,1998,1747000,11244,170,9.7309673726,911,NA,4453,5710,NV
Nevada,1999,1809253,10311,165,9.1197859006,943,NA,4209,4994,NV
Nevada,2000,1998257,10474,129,6.4556260781,860,NA,4543,4942,NV
Nevada,2001,2097722,12359,180,8.5807366276,883,NA,4932,6364,NV
Nevada,2002,2167455,13856,181,8.3508077446,928,NA,5118,7629,NV
Nevada,2003,2242207,13813,197,8.7859863072,871,NA,5225,7520,NV
Nevada,2004,2332898,14379,172,7.372804126,954,NA,4905,8348,NV
Nevada,2005,2412301,14654,206,8.5395645071,1016,NA,4702,8730,NV
Nevada,2006,2495529,18687,226,9.0561961011,1092,NA,7038,10331,NV
Nevada,2007,2565382,19365,193,7.5232460507,1096,NA,6938,11138,NV
Nevada,2008,2600167,18973,165,6.345746254,1106,NA,6486,11216,NV
Nevada,2009,2643085,18639,156,5.9021938379,1024,NA,6028,11431,NV
Nevada,2010,2704283,17929,158,5.8425837828,965,NA,5298,11508,NV
Nevada,2011,2720028,15452,139,5.1102415122,913,NA,4308,10092,NV
Nevada,2012,2754354,16763,124,4.5019630737,931,NA,4918,10790,NV
Nevada,2013,2791494,16888,163,5.839167127,1090,1482,5183,10060,NV
Nevada,2014,2839099,18045,170,5.9878151484,995,1357,5954,10564,NV
New Hampshire,1960,606921,81,8,1.3181287186,25,NA,18,30,NH
New Hampshire,1961,621000,89,4,0.6441223833,19,NA,21,45,NH
New Hampshire,1962,632000,178,15,2.3734177215,22,NA,22,119,NH
New Hampshire,1963,627000,164,20,3.1897926635,30,NA,43,71,NH
New Hampshire,1964,654000,149,6,0.9174311927,25,NA,43,75,NH
New Hampshire,1965,669000,156,18,2.6905829596,14,NA,46,78,NH
New Hampshire,1966,681000,259,13,1.9089574156,30,NA,70,146,NH
New Hampshire,1967,686000,218,14,2.0408163265,23,NA,42,139,NH
New Hampshire,1968,702000,279,10,1.4245014245,19,NA,72,178,NH
New Hampshire,1969,717000,325,18,2.510460251,29,NA,75,203,NH
New Hampshire,1970,737681,413,15,2.0333992607,44,NA,89,265,NH
New Hampshire,1971,762000,580,17,2.2309711286,63,NA,123,377,NH
New Hampshire,1972,771000,491,13,1.6861219196,54,NA,103,321,NH
New Hampshire,1973,791000,649,17,2.1491782554,75,NA,105,452,NH
New Hampshire,1974,808000,739,28,3.4653465347,68,NA,209,434,NH
New Hampshire,1975,818000,816,24,2.9339853301,71,NA,236,485,NH
New Hampshire,1976,822000,709,27,3.2846715328,80,NA,204,398,NH
New Hampshire,1977,849000,960,27,3.1802120141,91,NA,197,645,NH
New Hampshire,1978,871000,1035,12,1.3777267509,82,NA,229,712,NH
New Hampshire,1979,887000,1241,21,2.3675310034,152,NA,254,814,NH
New Hampshire,1980,919114,1653,23,2.5024099296,159,NA,386,1085,NH
New Hampshire,1981,935000,1375,27,2.8877005348,154,NA,335,859,NH
New Hampshire,1982,951000,1187,21,2.2082018927,154,NA,322,690,NH
New Hampshire,1983,959000,1200,19,1.9812304484,187,NA,231,763,NH
New Hampshire,1984,977000,1308,10,1.0235414534,202,NA,227,869,NH
New Hampshire,1985,998000,1405,21,2.1042084168,191,NA,266,927,NH
New Hampshire,1986,1027000,1433,23,2.2395326193,221,NA,242,947,NH
New Hampshire,1987,1057000,1581,32,3.02743614,281,NA,280,988,NH
New Hampshire,1988,1097000,1622,25,2.2789425706,276,NA,231,1090,NH
New Hampshire,1989,1107000,1865,36,3.2520325203,327,NA,264,1238,NH
New Hampshire,1990,1109252,1459,21,1.8931676481,386,NA,302,750,NH
New Hampshire,1991,1105000,1318,40,3.6199095023,330,NA,365,583,NH
New Hampshire,1992,1111000,1397,18,1.6201620162,424,NA,367,588,NH
New Hampshire,1993,1125000,1550,23,2.0444444444,499,NA,307,721,NH
New Hampshire,1994,1137000,1328,16,1.4072119613,407,NA,308,597,NH
New Hampshire,1995,1148000,1314,21,1.8292682927,333,NA,314,646,NH
New Hampshire,1996,1162000,1373,20,1.7211703959,404,NA,317,632,NH
New Hampshire,1997,1173000,1328,16,1.3640238704,395,NA,274,643,NH
New Hampshire,1998,1185000,1270,18,1.5189873418,400,NA,255,597,NH
New Hampshire,1999,1201134,1159,18,1.4985838383,345,NA,257,539,NH
New Hampshire,2000,1235786,2167,22,1.7802435049,522,NA,453,1170,NH
New Hampshire,2001,1259359,2144,17,1.3498930805,458,NA,445,1224,NH
New Hampshire,2002,1274405,2056,12,0.9416158913,446,NA,413,1185,NH
New Hampshire,2003,1288705,1937,17,1.3191537241,438,NA,480,1002,NH
New Hampshire,2004,1299169,2202,17,1.3085287595,466,NA,500,1219,NH
New Hampshire,2005,1306819,1761,19,1.4539121332,406,NA,365,971,NH
New Hampshire,2006,1314895,1785,13,0.9886720993,295,NA,435,1042,NH
New Hampshire,2007,1315828,1896,12,0.9119732974,357,NA,451,1076,NH
New Hampshire,2008,1315809,2054,14,1.0639842105,385,NA,421,1234,NH
New Hampshire,2009,1324575,2125,11,0.8304550516,399,NA,454,1261,NH
New Hampshire,2010,1316807,2204,13,0.9872365502,411,NA,450,1330,NH
New Hampshire,2011,1317807,2864,16,1.2141383374,581,NA,509,1758,NH
New Hampshire,2012,1321617,2841,15,1.1349732941,486,NA,471,1869,NH
New Hampshire,2013,1322616,2952,21,1.5877624344,522,778,647,1506,NH
New Hampshire,2014,1326813,2602,12,0.9044228539,458,594,537,1459,NH
New Jersey,1960,6066782,6932,164,2.7032453119,442,NA,2591,3735,NJ
New Jersey,1961,6244000,6682,153,2.4503523382,458,NA,2371,3700,NJ
New Jersey,1962,6245000,7874,187,2.9943955164,510,NA,2816,4361,NJ
New Jersey,1963,6470000,8849,181,2.7975270479,561,NA,3367,4740,NJ
New Jersey,1964,6682000,10456,207,3.0978748878,609,NA,3812,5828,NJ
New Jersey,1965,6774000,10422,219,3.2329495128,605,NA,3753,5845,NJ
New Jersey,1966,6898000,11168,240,3.4792693534,640,NA,4397,5891,NJ
New Jersey,1967,7003000,13204,276,3.9411680708,677,NA,5777,6474,NJ
New Jersey,1968,7078000,16711,358,5.0579259678,801,NA,8747,6805,NJ
New Jersey,1969,7148000,17226,369,5.1622831561,914,NA,9657,6286,NJ
New Jersey,1970,7168164,20583,412,5.7476363543,927,NA,12145,7099,NJ
New Jersey,1971,7300000,26441,426,5.8356164384,1058,NA,16062,8895,NJ
New Jersey,1972,7367000,27577,481,6.5291163296,1243,NA,15478,10375,NJ
New Jersey,1973,7361000,28845,546,7.4174704524,1383,NA,15179,11737,NJ
New Jersey,1974,7330000,29568,497,6.7803547067,1441,NA,15879,11751,NJ
New Jersey,1975,7316000,30215,500,6.8343357026,1385,NA,16287,12043,NJ
New Jersey,1976,7336000,29107,380,5.1799345692,1461,NA,14695,12571,NJ
New Jersey,1977,7329000,28732,408,5.5669259108,1537,NA,13223,13564,NJ
New Jersey,1978,7327000,31027,398,5.4319639689,1727,NA,14112,14790,NJ
New Jersey,1979,7332000,36747,484,6.6012002182,2037,NA,18332,15894,NJ
New Jersey,1980,7342164,44373,504,6.8644612133,2257,NA,22299,19313,NJ
New Jersey,1981,7401000,46674,542,7.3233346845,2374,NA,24761,18997,NJ
New Jersey,1982,7438000,45175,482,6.4802366227,2149,NA,22880,19664,NJ
New Jersey,1983,7468000,41304,399,5.3427959293,2266,NA,20086,18553,NJ
New Jersey,1984,7515000,39659,402,5.3493013972,2446,NA,18218,18593,NJ
New Jersey,1985,7562000,41172,407,5.382174028,2424,NA,19282,19059,NJ
New Jersey,1986,7620000,43623,399,5.2362204724,2531,NA,20473,20220,NJ
New Jersey,1987,7672000,41507,351,4.5750782065,2559,NA,17862,20735,NJ
New Jersey,1988,7720000,44993,411,5.3238341969,2600,NA,18927,23055,NJ
New Jersey,1989,7736000,47111,394,5.0930713547,2449,NA,21139,23129,NJ
New Jersey,1990,7730188,50057,432,5.5884798662,2307,NA,23269,24049,NJ
New Jersey,1991,7760000,49257,406,5.2319587629,2259,NA,22744,23848,NJ
New Jersey,1992,7789000,48745,397,5.0969315702,2392,NA,22216,23740,NJ
New Jersey,1993,7879000,49390,418,5.305241782,2215,NA,23319,23438,NJ
New Jersey,1994,7904000,48544,396,5.0101214575,1972,NA,22762,23414,NJ
New Jersey,1995,7945000,47652,409,5.1478917558,1927,NA,22486,22830,NJ
New Jersey,1996,7988000,42459,338,4.2313470205,1976,NA,18838,21307,NJ
New Jersey,1997,8053000,39673,337,4.1847758599,1729,NA,16957,20650,NJ
New Jersey,1998,8115000,35720,325,4.0049291436,1623,NA,15109,18663,NJ
New Jersey,1999,8143412,33540,287,3.524321255,1409,NA,14243,17601,NJ
New Jersey,2000,8414350,32298,289,3.4346087339,1357,NA,13553,17099,NJ
New Jersey,2001,8511116,33094,336,3.9477784112,1278,NA,14110,17370,NJ
New Jersey,2002,8575252,32252,339,3.9532365929,1365,NA,13955,16593,NJ
New Jersey,2003,8642412,31488,406,4.6977626153,1288,NA,13342,16452,NJ
New Jersey,2004,8685166,30943,392,4.5134428058,1331,NA,13076,16144,NJ
New Jersey,2005,8703150,30919,417,4.7913686424,1208,NA,13215,16079,NJ
New Jersey,2006,8724560,30550,427,4.894229623,1201,NA,13360,15562,NJ
New Jersey,2007,8685920,28544,381,4.3864092693,1032,NA,12567,14564,NJ
New Jersey,2008,8682661,28351,376,4.3304696567,1122,NA,12701,14152,NJ
New Jersey,2009,8707739,27113,319,3.6634079179,1041,NA,11639,14114,NJ
New Jersey,2010,8799593,27055,371,4.2161040857,981,NA,11818,13885,NJ
New Jersey,2011,8834773,27203,380,4.3011857803,1006,NA,12209,13608,NJ
New Jersey,2012,8867749,25727,388,4.375405754,1035,NA,11385,12919,NJ
New Jersey,2013,8911502,25748,404,4.5334669734,861,1189,12084,12071,NJ
New Jersey,2014,8938175,23346,349,3.904600212,953,1274,10498,11225,NJ
New Mexico,1960,951023,1360,70,7.3604949617,117,NA,376,797,NM
New Mexico,1961,983000,1278,67,6.8158697864,127,NA,381,703,NM
New Mexico,1962,1020000,1338,64,6.2745098039,127,NA,419,728,NM
New Mexico,1963,1018000,1376,57,5.5992141454,124,NA,385,810,NM
New Mexico,1964,1008000,1613,56,5.5555555556,124,NA,476,957,NM
New Mexico,1965,1029000,2047,65,6.3168124393,142,NA,449,1391,NM
New Mexico,1966,1022000,2221,64,6.2622309198,138,NA,458,1561,NM
New Mexico,1967,1003000,2325,66,6.5802592223,155,NA,456,1648,NM
New Mexico,1968,1015000,2543,65,6.4039408867,214,NA,513,1751,NM
New Mexico,1969,994000,2881,63,6.338028169,249,NA,647,1922,NM
New Mexico,1970,1016000,3093,98,9.6456692913,227,NA,687,2081,NM
New Mexico,1971,1030000,3994,124,12.0388349515,270,NA,1062,2538,NM
New Mexico,1972,1065000,4598,122,11.455399061,359,NA,1295,2822,NM
New Mexico,1973,1106000,5219,130,11.7540687161,366,NA,1424,3299,NM
New Mexico,1974,1122000,5053,127,11.3190730838,391,NA,1398,3137,NM
New Mexico,1975,1147000,6134,153,13.3391455972,470,NA,1453,4058,NM
New Mexico,1976,1168000,6475,113,9.6746575342,479,NA,1457,4426,NM
New Mexico,1977,1190000,5961,105,8.8235294118,465,NA,1304,4087,NM
New Mexico,1978,1212000,6402,124,10.2310231023,517,NA,1352,4409,NM
New Mexico,1979,1241000,7272,154,12.4093473006,582,NA,1502,5034,NM
New Mexico,1980,1295474,7967,170,13.1226099482,561,NA,1657,5579,NM
New Mexico,1981,1327000,8913,151,11.3790504898,628,NA,1868,6266,NM
New Mexico,1982,1359000,9982,158,11.6261957322,656,NA,1715,7453,NM
New Mexico,1983,1399000,9608,124,8.8634739099,671,NA,1595,7218,NM
New Mexico,1984,1424000,9798,130,9.1292134831,783,NA,1856,7029,NM
New Mexico,1985,1450000,10207,158,10.8965517241,722,NA,2003,7324,NM
New Mexico,1986,1479000,10731,170,11.4942528736,693,NA,1916,7952,NM
New Mexico,1987,1500000,9427,152,10.1333333333,646,NA,1625,7004,NM
New Mexico,1988,1510000,9938,173,11.4569536424,580,NA,1557,7628,NM
New Mexico,1989,1528000,10755,132,8.6387434555,702,NA,1607,8314,NM
New Mexico,1990,1515069,11821,139,9.1744996433,753,NA,1744,9185,NM
New Mexico,1991,1548000,12922,163,10.5297157623,811,NA,1862,10086,NM
New Mexico,1992,1581000,14781,141,8.9184060721,990,NA,2202,11448,NM
New Mexico,1993,1616000,15024,130,8.0445544554,842,NA,2237,11815,NM
New Mexico,1994,1654000,14708,177,10.7013301088,866,NA,2329,11336,NM
New Mexico,1995,1685000,13804,148,8.7833827893,954,NA,2604,10098,NM
New Mexico,1996,1713000,14399,197,11.5002918856,1088,NA,2782,10332,NM
New Mexico,1997,1730000,14762,134,7.7456647399,872,NA,2966,10790,NM
New Mexico,1998,1737000,16700,190,10.9383995394,957,NA,2839,12714,NM
New Mexico,1999,1739844,14520,170,9.7709909624,944,NA,2579,10827,NM
New Mexico,2000,1819046,13786,135,7.4214725741,922,NA,2499,10230,NM
New Mexico,2001,1830935,14288,99,5.4070734352,850,NA,2695,10644,NM
New Mexico,2002,1852044,13719,152,8.2071484263,1027,NA,2206,10334,NM
New Mexico,2003,1878562,12535,116,6.174935935,940,NA,1937,9542,NM
New Mexico,2004,1903006,13081,169,8.880686661,1039,NA,2062,9811,NM
New Mexico,2005,1925985,12448,144,7.4766937437,1041,NA,1893,9370,NM
New Mexico,2006,1954599,12797,134,6.8556261412,1073,NA,2095,9495,NM
New Mexico,2007,1969915,13311,183,9.2897409279,1028,NA,2323,9777,NM
New Mexico,2008,1984356,12967,161,8.1134635116,1118,NA,2151,9537,NM
New Mexico,2009,2009671,12709,198,9.8523589184,1069,NA,1932,9510,NM
New Mexico,2010,2065913,12147,140,6.776664845,959,NA,1616,9432,NM
New Mexico,2011,2078674,11904,158,7.6009994833,856,NA,1720,9170,NM
New Mexico,2012,2083540,11660,116,5.5674477092,957,NA,1847,8740,NM
New Mexico,2013,2086895,12990,123,5.893923748,1135,1565,1832,9470,NM
New Mexico,2014,2085572,12459,101,4.842796125,1071,1475,2086,8797,NM
New York,1965,18073000,58802,836,4.6256847231,2320,NA,28182,27464,NY
New York,1966,18258000,62561,882,4.8307591193,2439,NA,30098,29142,NY
New York,1967,18336000,75124,996,5.4319371728,2665,NA,40202,31261,NY
New York,1968,18113000,98515,1185,6.5422624634,2527,NA,59857,34946,NY
New York,1969,18321000,105870,1324,7.2266797664,2902,NA,64754,36890,NY
New York,1970,18190740,124613,1444,7.938104772,2875,NA,81149,39145,NY
New York,1971,18391000,145048,1823,9.9124571801,3225,NA,97682,42318,NY
