RegionID,SizeRank,RegionName,RegionType,StateName,1/31/1996,2/29/1996,3/31/1996,4/30/1996,5/31/1996,6/30/1996,7/31/1996,8/31/1996,9/30/1996,10/31/1996,11/30/1996,12/31/1996,1/31/1997,2/28/1997,3/31/1997,4/30/1997,5/31/1997,6/30/1997,7/31/1997,8/31/1997,9/30/1997,10/31/1997,11/30/1997,12/31/1997,1/31/1998,2/28/1998,3/31/1998,4/30/1998,5/31/1998,6/30/1998,7/31/1998,8/31/1998,9/30/1998,10/31/1998,11/30/1998,12/31/1998,1/31/1999,2/28/1999,3/31/1999,4/30/1999,5/31/1999,6/30/1999,7/31/1999,8/31/1999,9/30/1999,10/31/1999,11/30/1999,12/31/1999,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021
44,6,Ohio,State,OH,91090,91162,91255,91465,91703,91950,92213,92510,92823,93106,93389,93687,93956,94228,94504,94822,95118,95388,95641,95861,96044,96239,96460,96707,97047,97413,97776,98018,98276,98579,98888,99184,99507,99910,100280,100535,100645,100790,100980,101237,101410,101546,101697,101870,102085,102266,102470,102800,103292,103784,104160,104525,104962,105460,105879,106286,106659,107032,107417,107789,108094,108355,108685,109049,109404,109689,109992,110347,110686,111040,111352,111646,111905,112185,112507,112824,113157,113468,113810,114078,114360,114636,114975,115339,115735,116114,116443,116744,117001,117305,117632,118016,118404,118763,119075,119363,119638,119931,120250,120584,120978,121336,121688,122012,122351,122707,123063,123423,123810,124211,124598,124937,125183,125458,125716,125995,126245,126500,126803,127094,127335,127506,127622,127775,127957,128105,128234,128311,128360,128344,128270,128132,128068,128029,127933,127750,127490,127286,127017,126794,126579,126426,126154,125919,125552,125193,124907,124584,124286,123857,123523,123062,122521,121803,121199,120531,119789,118886,118030,117363,116768,116233,115696,115248,114891,114665,114447,114267,114128,114114,113961,113775,113564,113285,112792,112182,111526,110864,110109,109380,108817,108289,107782,107086,106348,105678,105179,104792,104369,103923,103521,103126,102609,102071,101620,101264,100852,100402,100018,99773,99713,99715,99705,99686,99829,100047,100337,100663,101158,101801,102389,102868,103164,103510,103832,104106,104096,104040,103941,104000,104085,104173,104314,104379,104552,104666,104943,105330,105863,106431,106916,107296,107641,107963,108276,108599,108930,109247,109556,109839,110222,110536,110961,111371,111772,112140,112564,113114,113663,114218,114798,115462,116298,117216,118040,118752,119398,120144,120797,121555,122369,123292,124112,124846,125214,125613,126196,127164,128230,129136,130050,130748,131295,131841,132419,133032,133748,134579,135366,135897,136468,137158,137879,138412,139048,139558,140000,140564,141329,142201,142948,143742,144531,145350,146223,147395,148616,149983,151486,152968,154401
45,27,Oklahoma,State,OK,47255,47345,47520,47777,48048,48150,48282,48362,48554,48713,48951,49138,49248,49347,49378,49500,49574,49904,50214,50604,50776,50949,51025,51229,51574,51932,52242,52501,52786,52979,53129,53320,53612,53900,54105,54209,54342,54591,54810,54944,55084,55355,55621,55722,55826,56136,56588,57029,57245,57271,57458,57721,58092,58280,58466,58740,59018,59180,59321,59552,59897,60299,60575,60886,61131,61427,61739,61986,62198,62371,62588,62779,62934,63166,63375,63524,63568,63672,63874,64119,64363,64527,64651,64735,64878,64930,65065,65254,65478,65582,65547,65594,65702,65904,66023,66141,66227,66393,66530,66574,66604,66716,66888,67003,67106,67242,67463,67715,67947,68087,68139,68263,68457,68676,68928,69182,69386,69524,69629,69740,69860,70080,70359,70643,70902,71102,71231,71307,71464,71654,71854,72077,72385,72608,72807,72872,73011,73225,73554,73942,74207,74383,74543,74643,74654,74661,74639,74795,74891,74874,74705,74467,74342,74413,74441,74399,74265,74136,74189,74108,74022,74035,74278,74531,74777,74823,75041,75195,75429,75703,75918,76265,76507,76577,76203,75780,75233,74781,74240,73954,73800,73547,73162,72610,72056,71675,71587,71627,71797,71930,71977,71913,71646,71560,71434,71475,71743,71991,72164,72195,72050,71941,71885,71885,71969,71881,71948,72036,71952,71805,71731,71817,72063,72269,72527,72758,72924,73144,73219,73200,73295,73414,73551,73587,73623,73831,73948,73986,74040,74150,74452,74699,74794,74951,75024,75128,75094,74837,74532,74291,74358,74581,74789,75006,75273,75490,75754,75988,76243,76534,76990,77485,77725,77813,77822,77999,78180,78373,78433,78514,78822,79161,79456,79659,79841,79862,79881,79876,80054,80029,80094,80098,79987,79970,80026,80308,80485,80641,80731,80723,80728,81075,81659,82240,82769,83133,83357,83219,83377,83761,84366,84926,85411,85756,85928,86165,86495,86939,87499,88285,88932
46,26,Oregon,State,OR,112089,112578,112961,113837,114620,115463,116237,116996,117757,118664,119510,120370,121268,122306,123436,124359,125257,126128,127046,128144,129078,129903,130759,131579,132536,133069,133587,133870,134386,134810,135316,135446,135603,135563,135577,135821,135587,135375,134986,135293,135714,135997,136195,136468,137237,137888,138472,138340,138465,138852,139543,140283,140574,140996,141346,141906,142144,142345,142517,143037,143673,144224,144751,144923,145176,145272,145394,145676,146076,146758,147305,147823,148224,148657,149033,149470,150096,150946,151865,152358,152746,153045,153680,154376,155189,155885,156598,157226,157788,158210,158623,159248,159963,160765,161495,162288,163254,164340,165340,166117,166839,167660,168732,169987,171227,172505,173777,175110,176338,177824,179596,181841,184219,186516,188973,191518,194674,197591,200549,203472,206383,208973,211404,213959,216821,220358,223254,225823,227074,228655,230294,231994,233440,234410,235577,236827,238085,238486,238675,238615,239040,238988,238378,237518,236178,235831,234627,233235,230815,228929,227503,225919,223981,221881,220002,217721,216227,213667,211616,209137,207823,206024,203962,202294,201231,200464,199594,198948,197736,197169,196830,196448,194764,192643,190458,188110,185556,183278,181375,179844,178345,176228,173151,170235,168165,167195,166802,166422,165949,164944,163888,162437,161269,160564,161389,162396,163489,163956,164082,164688,165272,166602,167620,169204,171010,173506,175360,177323,179226,181122,183113,184566,186543,187981,190005,191825,193399,194246,194822,195808,196524,197766,198837,200239,201446,202869,204022,204949,206069,207642,209500,210601,211987,213430,215191,217262,219256,221525,223934,226477,229040,230774,232776,235422,238763,241848,244825,247199,249692,251908,253828,256067,258065,260586,262641,264565,265978,267052,268416,270016,271695,273162,274869,276312,277804,279639,281600,283249,284438,285938,286971,287543,287689,287634,287735,288243,289132,289491,289218,289096,289146,289628,290139,290957,290891,291167,290949,291167,291284,291935,293107,294127,295448,296484,297775,299141,301514,303942,306835,309455,312193
47,5,Pennsylvania,State,PA,91578,91408,91254,90973,90787,90666,90601,90550,90512,90517,90606,90708,90783,90847,90990,91166,91317,91464,91615,91742,91856,91947,92016,92129,92296,92495,92638,92803,92920,92978,92983,93085,93284,93505,93636,93715,93828,94058,94345,94579,94759,94974,95244,95538,95801,96102,96477,96937,97423,97949,98396,98855,99395,99976,100537,100959,101437,101942,102497,103052,103582,104113,104719,105364,105932,106438,106983,107614,108232,108818,109478,110125,110837,111514,112287,113092,113922,114733,115562,116509,117547,118620,119593,120609,121641,122735,123778,124823,125924,127094,128209,129228,130241,131419,132606,133750,134741,136013,137301,138639,139865,141187,142684,144256,145790,147076,148456,149951,151775,153104,154439,155730,157341,158931,160481,162145,163854,165598,167192,168658,169799,170920,171917,173000,173958,174983,175871,176609,177117,177443,177651,177868,178250,178669,179101,179214,179461,179572,179930,180017,180072,180177,180365,180484,180267,180041,179604,179421,178876,178299,177351,176560,175860,175131,174321,173388,172526,171827,171421,170950,170588,170138,169856,169534,169327,169301,169441,169631,169882,169965,169850,169691,169430,169226,168815,168197,167291,166207,165078,164018,163047,162244,161528,160681,159793,158909,158172,157734,157422,157251,156935,156623,156194,155723,155369,155141,154951,154637,154328,154143,154056,153944,153890,153917,154066,154127,154126,154339,154814,155437,155999,156349,156681,156934,157271,157463,157682,158029,158270,158158,157884,157804,157968,158051,158043,158080,158207,158545,158760,158868,159158,159702,160261,160395,160358,160444,160734,161088,161372,161347,161478,161781,161954,161933,161826,162255,162734,163298,163668,163989,164312,164852,165317,165680,165986,166608,167349,167975,168501,168930,169382,169919,170385,170979,171550,172269,173351,174272,175106,175491,175849,176200,176676,177163,177868,178450,179203,179851,180376,180773,181341,181960,182519,182853,183095,183371,183841,184444,185049,185510,185993,186726,187434,188426,189593,191060,192651,194318,195869,197495,199211
50,42,Rhode Island,State,RI,105233,105153,105070,104895,104719,104486,104336,104319,104439,104541,104600,104685,104886,105010,105163,105234,105513,105836,106244,106387,106477,106579,106850,107143,107420,107756,108041,108407,108560,108834,108889,109261,109536,109932,110104,110341,110392,110758,111155,111775,112394,113194,114033,114763,115502,116362,117677,118921,120365,121633,123065,124550,125978,127087,128260,129294,130400,131257,132259,133521,135000,136436,137992,139488,141001,142768,144580,146787,148915,151310,153333,155382,157219,159180,161010,162986,165180,167339,169611,172274,175434,178404,181040,183373,185963,188735,191748,194669,197849,201034,204404,207019,209637,212370,215833,219331,222384,225467,228367,231233,234040,237214,240443,243346,245580,247816,249989,252631,255676,258264,260246,262159,263883,265532,266850,268967,271379,273710,275427,276396,276877,277572,278631,280100,280715,281236,280762,279926,278445,277020,275421,273979,272615,271563,270628,269020,268104,266382,265703,264611,263914,262805,262177,261649,260669,258514,256519,254520,252456,250201,247571,244937,242040,238981,235287,231518,227805,225092,222017,220012,217744,215731,213595,211838,210958,210633,210961,210994,211354,211354,211830,211214,210944,210682,210690,210434,209366,208272,207170,206442,205488,204590,202924,201184,199047,197748,196451,195260,194101,192444,190423,188445,187168,185858,184892,184276,183926,183195,182770,182435,182286,182573,183245,184149,184231,184864,185256,186080,186904,187918,188748,189850,191020,192067,192770,193083,193857,194064,195249,196198,197312,197546,197164,196674,196291,196266,196356,196518,196546,196379,196010,195531,195221,195685,196786,197683,197715,197873,198310,199344,200592,202502,203642,204271,204375,204442,204609,205089,207008,208334,209155,209271,209600,210209,211013,212852,214794,216808,218159,219224,219605,220453,222049,223888,225681,226855,228024,228372,229070,230066,231662,232998,233919,234447,234554,234729,234802,234874,235411,235997,236471,236825,237579,238117,238641,238980,239955,240576,241239,242153,243100,244349,245681,247154,248387,250199,252569,255449,258171,261406,264986
51,23,South Carolina,State,SC,92136,92512,92679,93088,93377,93755,94074,94446,94605,94835,94999,95274,95367,95658,96190,96682,97008,97247,97795,98373,99314,100207,101155,101930,103133,103634,103983,104507,105728,106943,107764,108439,109044,109526,110086,110651,110987,111528,112093,112549,112839,113045,113411,113694,113927,114250,114598,115105,115510,116204,116808,117595,117992,118661,119074,119829,120332,120905,121261,121566,122104,122610,123096,123359,123598,123777,124069,124200,124462,124655,125000,125271,125403,125239,125308,125381,125785,125983,126304,126588,126845,127088,127345,127739,128165,128726,129085,129425,129669,129985,130409,130817,131303,131807,132394,133060,133748,134554,135371,136466,137621,138851,139759,140669,141855,143279,144949,146553,148536,150296,152553,154690,157002,159461,162482,166032,169606,173197,176603,180008,182659,185902,188800,191924,194731,197504,200018,201504,202443,203187,203400,203176,202780,202370,201995,201259,200354,198972,197354,196030,194643,193121,191823,190659,190019,188818,186982,184706,182506,180987,179288,177441,175636,173593,170990,168151,165087,162337,160053,158048,155972,153404,151227,149334,147822,146173,145062,144467,144245,143792,142759,141911,141231,140555,139391,138100,136181,134778,133693,132506,131099,129167,128245,127075,126203,125482,125274,125296,125517,125619,125228,124954,124591,125223,124997,125256,124980,124788,124339,123601,123397,123134,123219,123222,123384,123231,123834,124406,125410,126168,127096,128323,129083,129971,130921,131730,132503,133105,133311,132993,132671,132853,133192,133441,133941,134318,134148,134089,134234,134909,135547,136597,137307,137775,138022,138120,138071,137980,138526,139339,140224,140596,140916,140851,141144,141315,141585,142125,142855,143869,144669,145093,144961,144943,144925,145575,146145,147023,147737,148277,148742,149056,149370,149777,150698,151573,152958,154013,155049,155755,156411,157165,157861,158633,159226,159808,160235,161095,161389,161657,161455,161652,162071,162554,162980,163191,163739,164272,164754,164895,165295,165869,166877,167750,168584,169425,170431,171683,172872,174181,175630
52,45,South Dakota,State,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112313,112928,113230,114147,114931,115968,116606,117076,116810,116443,115732,115572,115369,115220,115152,115059,115116,114575,114310,114064,114923,116085,117798,118742,119346,119667,120385,121135,121893,122680,123861,125282,126476,127252,127645,128099,129120,130230,130757,130786,130598,131315,131949,132591,132854,133065,133493,133542,133738,133658,133934,134381,135026,135155,134951,134896,135012,135236,135232,135633,135789,136145,136558,137104,137601,138100,138582,138732,138796,138885,139064,139317,139688,140082,140368,140469,140513,140470,140512,140599,140328,139962,139418,138974,138447,137997,137613,137224,136991,136706,136704,136803,137198,137487,137711,137739,138003,138122,138126,137951,137821,137789,137802,137615,137497,137409,137404,137298,136426,135824,135286,135405,135321,135267,134620,134100,133829,133705,133679,133546,133950,134216,134469,134668,134914,135319,135948,136662,137050,137611,138209,139102,140153,141154,142210,142682,142979,143070,143262,143543,143911,144111,144395,144687,145130,145859,146492,147095,147714,148487,149526,150361,151040,151575,152064,152445,152515,152496,152445,152945,154016,155388,156385,157023,157646,158264,158885,159386,160127,160612,161644,162396,163137,163613,164249,165462,166474,167782,168797,170224,171179,171921,172211,172656,172799,172205,171723,171063,171773,172528,173529,174038,174520,175410,175966,176275,176230,176466,176561,176887,176964,176871,176826,176780,177161,177404,177615,177904,178325,179133,179859,180637,181006,181470,181896,182556,183060,183584,184423,185344,186440
53,16,Tennessee,State,TN,105147,105421,105712,106335,106920,107521,108119,108738,109271,109733,110285,110863,111350,111792,112259,112768,113288,113736,114241,114654,115179,115673,116051,116353,116869,117481,118076,118418,118766,119097,119270,119483,119717,120211,120594,121014,121196,121391,121487,121706,121985,122437,122956,123542,124001,124269,124658,125010,125491,125820,126195,126651,127015,127247,127460,127638,127931,128201,128450,128712,128942,129212,129486,129753,130043,130306,130567,130837,131089,131365,131633,131918,132229,132557,132884,133136,133352,133557,133752,133944,134142,134392,134632,134856,135045,135310,135564,135810,136122,136495,136905,137262,137620,137996,138390,138841,139286,139686,140064,140493,140884,141250,141561,141989,142381,142883,143438,144026,144726,145447,146208,146882,147536,148259,149144,150010,151063,151916,152791,153542,154302,155109,155897,156732,157603,158515,159361,160200,160957,161808,162604,163371,163983,164436,164939,165418,165993,166490,167060,167421,167503,167203,166895,166643,166106,165518,164976,164917,164758,164362,163724,163081,162481,162095,161426,160688,160227,159990,159517,158413,157322,156511,155849,155334,155010,154836,154792,154808,154951,154792,154569,154204,153830,153424,152939,152455,151734,150955,150263,149515,148405,147537,146824,146651,146313,145910,145376,144805,144372,143977,143591,143235,143088,142913,142998,142912,143085,143144,143351,143482,143677,143790,143922,144112,144485,145006,145352,145796,146027,146447,146898,147577,148259,149024,149773,150438,150969,151338,151718,152004,152404,152948,153500,154007,154331,154637,154827,155331,155776,156360,156791,157401,158287,159063,159784,160427,161299,162250,163435,164244,165267,166245,167439,168333,168957,169553,170391,171273,172279,173306,174350,175645,176775,177821,178959,180341,181804,183236,184552,185937,187102,188210,189380,190521,191689,192826,193826,194762,195613,196483,197407,198276,199221,200058,200653,201214,201928,202654,203231,203727,204467,205308,206102,206963,207816,208683,209667,210543,211463,212443,213799,215196,216513,217839,219291,220802,222438,224250,226206,228394,230607
54,1,Texas,State,TX,91802,91851,91853,92090,92253,92425,92424,92672,92841,93171,93370,93704,93857,93985,94150,94180,94287,94303,94484,94343,94437,94398,94551,94603,94831,95119,95483,95689,95959,96320,96847,97379,97728,97915,98099,98202,98471,98824,99126,99465,99749,100128,100362,100535,100682,100955,101209,101382,101466,101593,101837,101988,102088,102102,102330,102507,102701,102715,102938,103292,103682,103684,103597,103583,103709,103666,103530,103428,103487,103734,103763,103868,103700,103892,103802,104103,104345,104920,105420,105829,106159,106339,106728,106926,107129,107141,107303,107250,107107,107161,107232,107586,107756,108069,108367,108753,109390,110206,111413,112370,113205,113542,113934,114315,114690,115208,115377,115711,116098,116448,116618,116662,116901,117187,117555,117867,118204,118243,118517,118816,119224,119725,120048,120362,120712,121134,121514,121700,122196,122863,123503,123839,124088,124046,124139,124514,124941,125209,125296,125573,125924,126116,126485,126670,126576,126074,125626,125130,124645,124251,124113,123915,123358,122717,121627,120926,120377,120528,120513,120521,120392,120344,120221,119916,119680,119495,119793,119877,119772,119408,119112,118842,118573,118141,117429,116730,116076,115615,115022,114523,114124,113621,113054,112502,112078,111769,111591,111598,111696,111700,111515,111286,111161,111333,111644,111847,111933,112061,112471,112875,113161,113390,113802,114424,115162,115857,116549,117438,118397,119337,120166,120976,121888,122845,123806,124622,125326,126073,126822,127534,128263,129129,129864,130844,131825,132858,133778,134667,135706,136678,137741,138736,139717,140639,141645,142538,143328,144204,145012,145974,146810,147666,148405,149153,150026,150864,151826,152508,153320,154025,155098,156056,156814,157493,158242,159216,160119,160966,161615,162098,162648,163343,164214,165069,165834,166617,167357,168033,168703,169389,170102,170988,171473,172087,172347,172991,173795,174696,175254,175609,175966,176613,177234,177851,178468,178509,178522,178257,178673,179077,179909,180598,181363,181968,182671,183384,184338,185724,187346,189095,190352
55,33,Utah,State,UT,139916,139989,140274,140887,141782,142526,143162,143530,143933,144330,144794,145221,145415,145761,145987,146197,146237,146482,146866,147421,147925,148386,148682,149016,149715,150540,151414,152060,152326,152505,152665,153021,153368,153681,153998,154188,154239,154243,154237,154208,153877,153597,153216,153115,152921,152941,153107,153487,153808,154081,154318,154716,155972,157022,158212,158713,159475,160016,160469,160678,160913,161042,161213,161351,161233,161248,161080,161195,161275,161547,161737,161967,162124,162257,162456,162530,162484,162342,162449,162467,162355,161974,161825,161722,161718,161582,161463,161469,161581,161653,161471,161351,161336,161443,161603,161686,162063,162535,162940,163000,162897,162947,163069,163207,163178,163271,163076,163087,162734,162835,162935,163648,164333,164898,165332,165991,167052,168288,169857,171549,173382,174998,176775,178632,180704,182962,185636,188265,190786,193213,195466,197476,199574,201929,204551,206762,208913,211338,213726,215994,217292,218083,218611,219212,219768,219658,218906,217604,216231,214433,212440,210356,208977,207798,206636,205196,203254,201258,199072,197501,195842,194651,193565,192623,191422,190190,189364,188733,188247,187869,187540,187167,186617,185470,183934,181784,180400,179147,177727,175692,173764,171916,170526,168929,167584,166292,165462,165409,164646,163798,162763,162629,162584,162823,162816,163147,163754,164491,164921,165125,165915,167174,168680,170194,171887,173480,175046,176846,178337,180121,182210,184208,185952,186876,187746,188187,188513,188874,189464,189395,189366,189176,188890,188763,188486,188993,189656,190306,190947,191551,192514,193857,195080,196186,197323,198780,200372,201782,202823,204023,205430,206852,207773,208635,209993,211582,213177,214234,215641,216983,218857,220715,222436,223944,225765,227680,229572,231486,233352,235596,237403,239237,240799,242530,244123,246342,248675,251360,253652,255572,257662,259224,260995,262935,265168,267265,269319,271249,272759,273640,274159,275286,276391,277783,279052,279671,280181,280230,281624,283035,285109,286961,289437,291746,294120,296606,299324,302650,306165,310323,313686
58,48,Vermont,State,VT,106610,106735,106650,106705,106594,106356,105859,105334,104778,104598,105103,105934,106833,107106,107459,107462,107523,108067,109154,110480,111778,112102,111644,110574,109673,109255,109046,109156,109612,109694,109470,108972,108688,109272,109582,110100,110287,110702,110947,111114,111518,111785,112237,112672,113097,113190,113376,113876,114567,115268,116017,116781,117315,118098,118771,119698,120524,121608,122571,123470,124207,125113,126124,127233,128276,128985,129971,131122,132643,133990,135458,136695,138176,139565,140936,142231,143497,145022,146311,147348,147995,148760,149693,150949,152052,152889,153609,154166,154755,155482,156173,157195,158250,159338,160271,161276,162572,164011,165478,166970,168948,170807,172963,174700,176454,178311,180033,181804,183063,184644,186148,188363,190197,192319,194240,196478,198800,200780,202652,204198,205596,206788,208360,209484,210791,211131,211664,211620,211644,211719,212159,212377,212333,211936,211173,210832,211121,212089,212812,212963,213101,213391,213411,213422,213370,213772,214125,214175,211571,209314,207051,207115,206676,205731,205015,204311,204255,203903,203357,202739,203702,204227,204285,202881,202018,201601,201038,200860,201951,203156,204825,204934,205484,205732,206773,207660,208452,209180,209523,209592,208280,207175,205977,206121,205837,205717,205192,205050,204860,204913,205336,205741,205782,205542,205039,204853,204633,204704,204779,204756,204764,204528,204293,204144,204343,204677,205243,205427,205689,205641,205828,205959,206124,206209,206359,206613,206598,206334,205819,205900,206034,206412,206452,206636,206694,206944,206972,206930,207148,207706,208162,208179,208015,208064,208268,208517,208639,208625,208770,208764,209073,209420,210348,211110,211709,211956,212335,212548,212932,213364,214114,215021,215852,216526,217123,217599,218411,219515,220439,221641,222700,224247,225250,226246,226682,227048,226987,227688,228344,228444,228519,228439,229182,229313,229599,229733,230212,231064,231480,231682,231486,232125,232713,233629,234318,234643,234828,235001,235594,236061,236953,237834,239059,239963,241062,242049,242963,244499,246320,248374,250206
56,11,Virginia,State,VA,108920,108754,108646,108404,108166,107865,107618,107444,107432,107435,107447,107419,107325,107220,107074,106995,106903,106854,106746,106631,106563,106514,106533,106529,106640,106766,106870,106920,107022,107222,107420,107684,107493,107368,107050,107020,106994,107212,107485,107769,108125,108568,109131,109303,109735,110061,110818,111401,112107,112671,113306,113949,114488,114968,115498,116504,117648,118901,119875,121020,122160,123286,124436,125605,126965,128245,129519,130733,131965,133221,134622,136006,137463,138863,140340,141794,143255,144879,146525,148248,149918,151706,153532,155341,157051,159059,160907,162889,164543,166320,168092,169888,171751,173952,176461,179081,181606,184435,187462,190840,194507,198525,203051,207896,212791,217164,221074,225370,229981,233783,237878,242185,247932,253098,257652,261422,265615,269538,273229,275473,277467,279472,281270,281783,280781,279824,279170,278448,276470,274508,272831,272231,271498,271200,270601,270663,270147,269057,267302,265534,264141,262490,260585,258180,256285,253962,251195,247526,243890,240904,238487,236510,234659,233036,231407,229597,226805,223956,221832,220749,220516,220026,219470,218518,217741,217238,217125,217095,217575,218336,219002,219408,219187,218895,218206,217798,217295,216503,215261,214486,213826,213070,211742,210649,209757,209142,208529,208095,207652,207231,207073,206824,206616,206724,207299,207811,208350,208884,209794,210288,210816,211735,212872,214032,215184,216211,217323,218317,219450,220561,221529,222870,224235,225294,226140,226760,227673,228259,228732,228942,228910,228830,228897,228831,228813,228763,228762,228781,228269,228468,228624,228876,228911,229054,229273,229442,229553,229720,229726,229709,230031,229600,229496,229444,230167,230486,230662,230721,230947,231285,231942,232933,233594,234554,234762,235478,235539,236194,236648,237392,237994,238560,239102,239211,239798,240006,240949,241225,242157,242844,243764,244344,244743,245160,245426,246185,246932,248173,249373,250557,251520,252144,252821,253728,254975,256109,257337,258543,259725,260709,261452,262641,263902,265560,267233,268962,270669,272599,274680,276773,278980
59,12,Washington,State,WA,121124,121083,121024,120947,120909,121141,121423,121731,121919,122215,122649,123106,123455,123835,124384,125116,125959,126428,126931,127357,127912,128458,128978,129730,130975,132265,133503,134300,135066,135817,136718,137859,139362,140617,141707,142572,142998,143439,143792,144712,145461,146781,147692,148699,149389,150594,151892,152981,153968,154979,156009,156972,158128,158948,160045,160754,161612,162152,162848,163653,164673,165636,166594,167333,167901,168475,169022,169736,170297,170944,171475,172354,172781,173324,173593,174210,174665,175102,175476,175865,176306,176806,177400,177530,177970,178301,179126,179605,180201,180591,181095,181754,182541,183361,184025,184976,186129,187457,188439,189466,190705,192175,193391,194342,195521,196845,198446,200290,202448,204158,206141,208056,210306,212877,215936,219415,222620,225631,228885,232115,234953,238184,241049,244484,247790,251123,254207,256863,259463,262354,264694,266497,267677,269052,271167,274179,276805,278528,278969,279923,280514,280174,278835,278097,277453,276840,275432,272445,268683,265367,263410,260845,258024,255273,253098,249709,247850,245452,243744,240100,237261,234421,232476,230775,229392,228559,227972,228093,225829,223475,220435,220091,219947,219155,216937,214064,211549,208518,205490,202373,200235,198651,196599,193897,190016,186959,184050,181969,179658,177711,175899,174306,173256,171655,171130,170801,171768,172728,173902,175003,176334,177855,179714,181586,182940,185077,187265,189884,192181,194033,196479,198894,201621,203824,205507,207027,208964,210777,212051,212792,213415,215025,216119,217136,217790,219326,221081,223169,225342,226966,228822,230513,232997,234894,237015,239736,242543,245144,247616,250006,252221,255056,258096,261439,264157,267062,270113,272831,275666,278219,281596,285173,288830,292070,294912,298442,302502,307339,312312,316775,320497,324588,327999,331855,335550,340452,345472,349799,353194,354992,355439,355307,356231,356828,356969,356017,355033,353479,351924,350773,351186,351734,352759,353059,353105,352927,354318,357403,361066,364207,366775,369471,371340,373663,376187,379666,382975,386521,389088,390675,391826
